Date,Time,Booking ID,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled  by Customer,Reason for Cancelling by Customer,Cancelled Rides by Driver,Reason for Cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method_Cash,Payment Method_UPI,Payment Method_Unknown,Payment Method_Wallet,Booking Status_Cancelled by Driver,Booking Status_Incomplete,Booking Status_Success,Hour
02/01/2024,23:00:00,CNR3034246,501126,0,Area-12,Area-6,12.77,7.98,0,Unknown,0,Unknown,0,Unknown,545.26,45.73,3.3,3.9,False,True,False,False,False,False,True,23
29/01/2024,10:00:00,CNR0896143,362246,1,Area-41,Area-28,9.68,9.76,0,Unknown,0,Unknown,0,Unknown,793.66,49.97,4.7,3.2,False,True,False,False,False,False,True,10
25/01/2024,12:00:00,CNR2608308,620856,1,Area-4,Area-39,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,12
10/01/2024,19:00:00,CNR6366676,777737,1,Area-41,Area-7,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,19
14/01/2024,4:00:00,CNR7031934,626169,0,Area-35,Area-24,18.36,25.08,0,Unknown,0,Unknown,0,Unknown,1622.65,13.59,4.6,4.0,False,True,False,False,False,False,True,4
10/01/2024,22:00:00,CNR3190811,127032,1,Area-12,Area-8,3.5,11.39,0,Unknown,0,Unknown,0,Unknown,567.47,39.63,4.2,3.0,False,False,False,False,False,False,True,22
29/01/2024,14:00:00,CNR1367879,632060,0,Area-23,Area-7,5.04,20.05,0,Unknown,0,Unknown,0,Unknown,766.74,11.99,3.2,4.7,False,True,False,False,False,False,True,14
29/01/2024,5:00:00,CNR4642531,799539,0,Area-38,Area-32,10.39,15.75,1,AC is not working,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,5
11/01/2024,1:00:00,CNR1211709,896788,0,Area-30,Area-49,12.01,20.75,0,Unknown,0,Unknown,0,Unknown,680.26,44.22,4.3,5.0,False,True,False,False,False,False,True,1
02/01/2024,16:00:00,CNR2445132,154909,0,Area-22,Area-44,16.0,19.77,0,Unknown,0,Unknown,0,Unknown,604.09,4.23,3.2,4.4,False,False,False,False,False,False,True,16
15/01/2024,5:00:00,CNR0693661,494976,0,Area-6,Area-20,10.39,15.75,1,AC is not working,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,5
19/01/2024,22:00:00,CNR6772297,698128,1,Area-13,Area-24,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,22
21/01/2024,3:00:00,CNR6174002,653408,0,Area-36,Area-47,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,3
05/01/2024,17:00:00,CNR7212660,117233,0,Area-32,Area-39,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,17
07/01/2024,3:00:00,CNR2035165,924613,0,Area-34,Area-35,19.78,17.07,0,Unknown,0,Unknown,0,Unknown,1963.03,20.13,3.9,4.3,False,True,False,False,False,False,True,3
28/01/2024,6:00:00,CNR9906386,919264,1,Area-10,Area-39,10.39,15.75,0,Unknown,0,Unknown,1,Vehicle Breakdown,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,6
02/01/2024,22:00:00,CNR9722560,416768,1,Area-35,Area-19,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,22
14/01/2024,14:00:00,CNR2141098,856157,0,Area-11,Area-21,6.94,23.13,0,Unknown,0,Unknown,0,Unknown,651.65,25.42,4.0,4.0,True,False,False,False,False,False,True,14
17/01/2024,19:00:00,CNR3953164,449218,1,Area-3,Area-9,16.28,16.06,0,Unknown,0,Unknown,0,Unknown,1866.17,8.3,4.8,3.3,False,True,False,False,False,False,True,19
26/01/2024,11:00:00,CNR4977575,912233,0,Area-41,Area-47,16.98,5.29,0,Unknown,0,Unknown,0,Unknown,264.3,34.36,3.1,4.9,True,False,False,False,False,False,True,11
24/01/2024,22:00:00,CNR3653193,774558,1,Area-50,Area-47,16.27,8.67,0,Unknown,0,Unknown,0,Unknown,632.07,24.72,4.9,3.6,False,True,False,False,False,False,True,22
13/01/2024,7:00:00,CNR7644597,498138,0,Area-37,Area-44,18.02,12.44,0,Unknown,0,Unknown,0,Unknown,132.03,17.91,4.5,3.3,True,False,False,False,False,False,True,7
15/01/2024,18:00:00,CNR9672825,715336,1,Area-7,Area-40,5.55,2.47,0,Unknown,0,Unknown,0,Unknown,245.39,45.35,3.5,3.5,False,True,False,False,False,False,True,18
13/01/2024,21:00:00,CNR5523264,907236,1,Area-44,Area-33,6.91,4.41,0,Unknown,0,Unknown,0,Unknown,477.3,45.89,3.6,4.2,False,False,False,False,False,False,True,21
17/01/2024,2:00:00,CNR3665631,333507,1,Area-34,Area-9,16.86,22.93,0,Unknown,0,Unknown,0,Unknown,877.05,48.95,3.9,4.4,False,False,False,True,False,False,True,2
18/01/2024,3:00:00,CNR4577192,726962,0,Area-37,Area-21,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,3
11/01/2024,2:00:00,CNR3162309,547952,1,Area-12,Area-41,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,2
07/01/2024,5:00:00,CNR0557212,786406,0,Area-16,Area-32,18.93,10.79,0,Unknown,0,Unknown,0,Unknown,1492.21,38.4,4.0,4.4,False,False,False,True,False,False,True,5
29/01/2024,12:00:00,CNR0016012,799143,1,Area-4,Area-40,18.74,27.47,0,Unknown,0,Unknown,0,Unknown,852.11,33.3,3.0,4.1,True,False,False,False,False,False,True,12
15/01/2024,4:00:00,CNR8384486,829066,0,Area-20,Area-21,4.82,10.11,0,Unknown,0,Unknown,0,Unknown,1405.17,48.26,4.9,3.6,False,False,False,True,False,False,True,4
29/01/2024,2:00:00,CNR1434555,138551,0,Area-45,Area-27,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,2
30/01/2024,22:00:00,CNR8560763,810380,1,Area-3,Area-37,13.29,29.04,0,Unknown,0,Unknown,0,Unknown,242.28,17.25,4.6,3.2,False,False,False,False,False,False,True,22
20/01/2024,12:00:00,CNR1649333,280908,0,Area-23,Area-30,16.46,21.47,0,Unknown,0,Unknown,0,Unknown,311.2,15.57,4.2,3.2,True,False,False,False,False,False,True,12
11/01/2024,4:00:00,CNR3165413,776604,1,Area-41,Area-35,18.68,6.02,0,Unknown,0,Unknown,0,Unknown,1691.87,9.18,3.6,3.4,True,False,False,False,False,False,True,4
05/01/2024,8:00:00,CNR1323886,108886,0,Area-5,Area-34,10.39,15.75,1,Wrong Address,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,8
11/01/2024,14:00:00,CNR5667686,297810,0,Area-34,Area-39,15.21,9.57,0,Unknown,0,Unknown,0,Unknown,1015.03,3.67,4.8,4.9,True,False,False,False,False,False,True,14
21/01/2024,2:00:00,CNR9700200,847245,1,Area-33,Area-19,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,2
06/01/2024,9:00:00,CNR7871834,758015,0,Area-17,Area-46,2.46,14.2,0,Unknown,0,Unknown,0,Unknown,766.99,18.65,4.0,4.1,False,True,False,False,False,False,True,9
28/01/2024,16:00:00,CNR3758636,821942,1,Area-25,Area-20,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,16
13/01/2024,4:00:00,CNR8882654,738221,0,Area-26,Area-10,13.94,12.65,0,Unknown,0,Unknown,0,Unknown,146.12,20.39,4.8,4.4,False,False,False,True,False,False,True,4
03/01/2024,3:00:00,CNR9728561,567773,0,Area-24,Area-32,4.37,26.24,0,Unknown,0,Unknown,0,Unknown,1794.26,29.76,3.7,3.3,True,False,False,False,False,False,True,3
13/01/2024,3:00:00,CNR0087222,121026,0,Area-42,Area-27,17.43,29.05,0,Unknown,0,Unknown,0,Unknown,387.74,34.43,3.9,3.3,True,False,False,False,False,False,True,3
24/01/2024,22:00:00,CNR6621096,783112,1,Area-17,Area-42,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,22
09/01/2024,0:00:00,CNR1788866,621533,1,Area-47,Area-2,10.39,15.75,1,AC is not working,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,0
12/01/2024,1:00:00,CNR9475983,923024,1,Area-44,Area-35,10.39,15.75,1,Change of plans,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,1
15/01/2024,14:00:00,CNR9471980,122977,1,Area-9,Area-14,12.2,5.9,0,Unknown,0,Unknown,0,Unknown,1759.26,18.96,4.3,3.1,False,True,False,False,False,False,True,14
09/01/2024,20:00:00,CNR6420015,178693,0,Area-6,Area-50,14.75,3.94,0,Unknown,0,Unknown,0,Unknown,627.24,13.54,3.5,5.0,False,False,False,True,False,False,True,20
05/01/2024,9:00:00,CNR4058796,804091,1,Area-36,Area-14,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,9
20/01/2024,5:00:00,CNR4559075,919023,0,Area-38,Area-31,18.5,6.14,0,Unknown,0,Unknown,0,Unknown,805.44,29.35,4.5,3.3,False,True,False,False,False,False,True,5
09/01/2024,13:00:00,CNR2769179,438041,1,Area-35,Area-45,14.5,23.06,0,Unknown,0,Unknown,0,Unknown,1434.74,28.55,4.2,4.9,False,True,False,False,False,False,True,13
27/01/2024,6:00:00,CNR8787527,149261,1,Area-19,Area-45,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,6
17/01/2024,12:00:00,CNR4769072,838857,1,Area-29,Area-15,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,12
26/01/2024,2:00:00,CNR5679216,225151,0,Area-12,Area-48,8.17,13.43,0,Unknown,0,Unknown,0,Unknown,547.28,28.27,3.3,4.2,False,True,False,False,False,False,True,2
20/01/2024,21:00:00,CNR7113096,475479,0,Area-32,Area-37,2.38,21.52,0,Unknown,0,Unknown,0,Unknown,1583.2,26.74,4.9,4.0,False,False,False,False,False,False,True,21
24/01/2024,4:00:00,CNR8561385,635205,0,Area-9,Area-30,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,4
17/01/2024,22:00:00,CNR3029967,693297,0,Area-11,Area-12,13.53,29.06,0,Unknown,0,Unknown,0,Unknown,476.7,37.06,4.0,3.7,False,False,False,True,False,False,True,22
10/01/2024,21:00:00,CNR0302934,439813,1,Area-3,Area-3,2.96,29.08,0,Unknown,0,Unknown,0,Unknown,1178.33,32.04,3.5,4.5,False,False,False,False,False,False,True,21
27/01/2024,20:00:00,CNR5811954,863336,1,Area-41,Area-2,10.39,15.75,0,Unknown,0,Unknown,1,Other Issue,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,20
17/01/2024,3:00:00,CNR3128541,140932,0,Area-31,Area-40,17.68,16.41,0,Unknown,0,Unknown,0,Unknown,1808.87,37.87,3.2,4.3,True,False,False,False,False,False,True,3
29/01/2024,22:00:00,CNR6530528,943706,0,Area-25,Area-23,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,22
21/01/2024,14:00:00,CNR1549573,340932,1,Area-43,Area-8,9.49,21.28,0,Unknown,0,Unknown,0,Unknown,709.95,8.93,3.4,3.8,True,False,False,False,False,False,True,14
07/01/2024,20:00:00,CNR3688460,139589,0,Area-24,Area-6,14.77,27.99,0,Unknown,0,Unknown,0,Unknown,1928.88,20.63,4.3,3.6,True,False,False,False,False,False,True,20
30/01/2024,21:00:00,CNR8206809,382146,0,Area-23,Area-14,4.47,22.64,0,Unknown,0,Unknown,0,Unknown,507.98,46.58,3.4,4.5,False,False,False,False,False,False,True,21
12/01/2024,7:00:00,CNR2226119,106945,0,Area-43,Area-32,10.39,15.75,1,Wrong Address,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,7
17/01/2024,23:00:00,CNR0122807,949363,0,Area-24,Area-36,5.9,1.58,0,Unknown,0,Unknown,0,Unknown,437.97,6.94,4.7,4.9,False,False,False,False,False,False,True,23
13/01/2024,3:00:00,CNR3647832,946952,1,Area-10,Area-11,18.64,13.23,0,Unknown,0,Unknown,0,Unknown,204.27,31.0,3.8,4.8,False,True,False,False,False,False,True,3
10/01/2024,17:00:00,CNR3676387,572161,0,Area-48,Area-38,10.39,15.75,0,Unknown,0,Unknown,1,Vehicle Breakdown,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,17
04/01/2024,14:00:00,CNR6832261,474175,1,Area-2,Area-3,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,14
21/01/2024,7:00:00,CNR4895195,766738,1,Area-30,Area-41,17.67,13.61,0,Unknown,0,Unknown,0,Unknown,989.22,32.35,4.1,4.8,False,False,False,False,False,False,True,7
07/01/2024,5:00:00,CNR0704188,361055,1,Area-8,Area-50,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,5
25/01/2024,0:00:00,CNR5357349,117094,0,Area-3,Area-19,10.83,29.81,0,Unknown,0,Unknown,0,Unknown,1718.65,15.79,3.6,3.4,True,False,False,False,False,False,True,0
30/01/2024,10:00:00,CNR8955504,361993,0,Area-17,Area-24,5.43,24.52,0,Unknown,0,Unknown,0,Unknown,1481.82,5.5,3.8,4.8,False,True,False,False,False,False,True,10
26/01/2024,8:00:00,CNR6713886,491979,1,Area-15,Area-13,3.96,22.13,0,Unknown,0,Unknown,0,Unknown,1260.95,5.2,4.5,3.5,False,False,False,False,False,False,True,8
19/01/2024,4:00:00,CNR9935215,839389,1,Area-9,Area-20,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,4
06/01/2024,14:00:00,CNR1762522,917707,1,Area-23,Area-6,10.39,15.75,1,Change of plans,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,14
25/01/2024,9:00:00,CNR5587548,514828,0,Area-16,Area-34,19.69,2.14,0,Unknown,0,Unknown,0,Unknown,420.21,19.98,4.5,4.9,False,False,False,True,False,False,True,9
04/01/2024,20:00:00,CNR2157876,706005,0,Area-19,Area-25,9.5,6.96,0,Unknown,0,Unknown,0,Unknown,1375.14,43.99,3.6,4.6,False,False,False,True,False,False,True,20
15/01/2024,16:00:00,CNR9565880,687234,1,Area-4,Area-1,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,16
05/01/2024,16:00:00,CNR8827333,281833,1,Area-35,Area-14,10.02,6.46,0,Unknown,0,Unknown,0,Unknown,350.82,19.85,4.8,4.7,False,False,False,False,False,False,True,16
04/01/2024,12:00:00,CNR1072622,874863,0,Area-39,Area-12,10.39,15.75,1,Driver asked to cancel,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,12
29/01/2024,2:00:00,CNR4827478,961639,0,Area-6,Area-10,3.93,15.38,0,Unknown,0,Unknown,0,Unknown,908.36,49.69,4.5,3.5,False,False,False,False,False,False,True,2
23/01/2024,9:00:00,CNR1422100,769078,0,Area-43,Area-14,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,9
21/01/2024,9:00:00,CNR4877509,661307,0,Area-31,Area-8,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,9
27/01/2024,18:00:00,CNR8345199,329927,0,Area-49,Area-35,9.82,19.17,0,Unknown,0,Unknown,0,Unknown,340.97,11.2,3.1,3.2,False,False,False,True,False,False,True,18
23/01/2024,22:00:00,CNR1741875,441505,1,Area-13,Area-48,5.37,4.19,0,Unknown,0,Unknown,0,Unknown,439.91,12.16,3.5,3.8,False,False,False,False,False,False,True,22
04/01/2024,3:00:00,CNR4481943,476009,1,Area-47,Area-13,19.54,6.86,0,Unknown,0,Unknown,0,Unknown,316.18,7.23,4.4,3.1,False,False,False,True,False,False,True,3
27/01/2024,17:00:00,CNR4680830,668784,0,Area-18,Area-45,11.93,7.01,0,Unknown,0,Unknown,0,Unknown,1867.87,34.55,4.2,3.7,False,True,False,False,False,False,True,17
05/01/2024,20:00:00,CNR6778777,543473,1,Area-18,Area-33,6.27,2.84,0,Unknown,0,Unknown,0,Unknown,289.28,17.92,4.0,4.1,False,True,False,False,False,False,True,20
03/01/2024,0:00:00,CNR1296151,933048,1,Area-46,Area-45,3.92,7.9,0,Unknown,0,Unknown,0,Unknown,557.79,3.02,3.6,3.3,False,False,False,False,False,False,True,0
28/01/2024,14:00:00,CNR7429951,217771,1,Area-29,Area-22,14.9,27.11,0,Unknown,0,Unknown,0,Unknown,833.18,7.83,4.1,3.6,False,False,False,False,False,False,True,14
01/01/2024,6:00:00,CNR4945771,614416,0,Area-25,Area-19,1.8,24.96,0,Unknown,0,Unknown,0,Unknown,953.73,41.89,3.6,4.1,True,False,False,False,False,False,True,6
13/01/2024,23:00:00,CNR0828121,900088,1,Area-6,Area-28,15.9,3.25,0,Unknown,0,Unknown,0,Unknown,260.24,38.96,4.5,3.1,True,False,False,False,False,False,True,23
21/01/2024,0:00:00,CNR1206779,468609,1,Area-13,Area-12,1.56,5.22,0,Unknown,0,Unknown,0,Unknown,736.8,37.56,3.6,4.2,False,False,False,False,False,False,True,0
22/01/2024,13:00:00,CNR5050212,203479,1,Area-35,Area-1,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,13
22/01/2024,12:00:00,CNR8461618,338607,0,Area-28,Area-14,10.39,15.75,0,Unknown,0,Unknown,1,Vehicle Breakdown,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,12
13/01/2024,2:00:00,CNR4768249,485290,1,Area-5,Area-31,4.41,29.96,0,Unknown,0,Unknown,0,Unknown,1334.17,25.09,3.2,3.9,True,False,False,False,False,False,True,2
06/01/2024,2:00:00,CNR1451990,985029,0,Area-22,Area-13,10.39,15.75,0,Unknown,0,Unknown,1,Vehicle Breakdown,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,2
29/01/2024,3:00:00,CNR5545102,469899,1,Area-25,Area-40,15.56,9.25,0,Unknown,0,Unknown,0,Unknown,764.5,4.01,4.2,3.3,True,False,False,False,False,False,True,3
27/01/2024,16:00:00,CNR3033362,168681,1,Area-38,Area-6,17.51,4.32,0,Unknown,0,Unknown,0,Unknown,1332.65,9.32,4.1,3.1,False,False,False,True,False,False,True,16
19/01/2024,5:00:00,CNR2763845,640403,0,Area-26,Area-17,9.61,23.14,0,Unknown,0,Unknown,0,Unknown,1732.28,9.85,3.0,4.4,False,False,False,True,False,False,True,5
10/01/2024,2:00:00,CNR6892688,162790,1,Area-37,Area-47,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,2
13/01/2024,5:00:00,CNR6264112,557318,0,Area-30,Area-32,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,5
16/01/2024,12:00:00,CNR6838825,969250,1,Area-8,Area-34,12.03,23.48,0,Unknown,0,Unknown,0,Unknown,1219.65,26.74,4.0,3.2,False,True,False,False,False,False,True,12
29/01/2024,17:00:00,CNR4229827,326037,0,Area-28,Area-14,19.91,9.21,0,Unknown,0,Unknown,0,Unknown,334.59,34.18,3.8,3.8,False,True,False,False,False,False,True,17
12/01/2024,4:00:00,CNR2425604,322526,1,Area-45,Area-26,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,4
19/01/2024,1:00:00,CNR7200329,884588,1,Area-43,Area-39,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,1
01/01/2024,5:00:00,CNR2633395,616780,0,Area-17,Area-11,18.68,26.46,0,Unknown,0,Unknown,0,Unknown,326.5,7.46,3.6,4.1,True,False,False,False,False,False,True,5
18/01/2024,0:00:00,CNR0817276,945522,1,Area-32,Area-28,18.51,27.21,0,Unknown,0,Unknown,0,Unknown,766.54,30.57,3.7,3.2,False,False,False,False,False,False,True,0
13/01/2024,9:00:00,CNR4083963,150046,0,Area-28,Area-19,11.47,27.6,0,Unknown,0,Unknown,0,Unknown,956.08,26.16,4.0,3.8,False,True,False,False,False,False,True,9
16/01/2024,3:00:00,CNR2051611,412106,1,Area-6,Area-27,6.96,22.0,0,Unknown,0,Unknown,0,Unknown,715.6,38.11,3.9,4.6,False,False,False,False,False,False,True,3
21/01/2024,4:00:00,CNR1664417,330374,0,Area-29,Area-15,12.17,20.86,0,Unknown,0,Unknown,0,Unknown,963.51,46.17,4.7,4.4,False,True,False,False,False,False,True,4
17/01/2024,15:00:00,CNR9867778,190378,1,Area-19,Area-45,13.67,4.74,0,Unknown,0,Unknown,0,Unknown,861.17,10.77,4.2,3.2,False,False,False,True,False,False,True,15
08/01/2024,3:00:00,CNR6891245,481405,1,Area-7,Area-10,10.39,15.75,1,AC is not working,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,3
27/01/2024,18:00:00,CNR5179450,693071,0,Area-16,Area-48,14.58,28.19,0,Unknown,0,Unknown,0,Unknown,633.44,33.61,4.7,3.5,False,False,False,False,False,False,True,18
20/01/2024,12:00:00,CNR1781247,993719,0,Area-24,Area-8,10.39,15.75,0,Unknown,0,Unknown,1,Vehicle Breakdown,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,12
25/01/2024,9:00:00,CNR6736609,647098,0,Area-49,Area-4,4.6,14.8,0,Unknown,0,Unknown,0,Unknown,400.5,44.95,3.2,4.9,True,False,False,False,False,False,True,9
11/01/2024,12:00:00,CNR7615485,276358,0,Area-10,Area-24,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,12
02/01/2024,22:00:00,CNR1500687,629342,0,Area-28,Area-14,10.39,15.75,0,Unknown,0,Unknown,1,Vehicle Breakdown,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,22
22/01/2024,1:00:00,CNR9047609,624629,0,Area-8,Area-18,10.39,17.0,0,Unknown,0,Unknown,0,Unknown,1152.02,33.33,4.1,4.4,True,False,False,False,False,False,True,1
